Track,Artist,Album_Name,Release_Date,Spotify_Streams,Spotify_Popularity,YouTube_Views,TikTok_Likes,Shazam_Counts
WANNABE,ITZY,IT'z ME,2020-03-09,"365,845,397",66.0,"731,488,947","56,690,917","698,118"
Yï¿½ï¿½reï¿½ï¿½i,Amo988,Yï¿½ï¿½reï¿½ï¿½i,2023-09-15,"75,979,813",68.0,"104,439,157","3,921,299","372,000"
No Angels,Justin Timberlake,Everything I Thought It Was,2024-03-14,"11,092,257",0.0,Unknown,Unknown,"184,790"
Champagne Poetry,Drake,Certified Lover Boy,2021-09-03,"308,396,120",66.0,"63,664,549","147,816,112","298,898"
Imitadora,Romeo Santos,Imitadora,2017-06-23,"503,904,686",73.0,"1,009,029,328","137,583,052","2,520,475"
ýýýýýýýýýýýýýý,Akris & Teddy,ýýýýýýýýýýýýýý - Single,2024-05-31,"306,040",15.0,Unknown,Unknown,"610,446"
20 Min,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),2017-11-17,"1,006,734,157",77.0,"106,339,744","19,855,293","2,385,566"
Om Jai Jagdish Hare,Shivali,The Bhajan Project 2,2023-02-16,"8,313",8.0,"314,513,125",Unknown,Unknown
Ya No Tiene Novio,Sebastian Yatra,Ya No Tiene Novio,2018-08-10,"431,529,832",63.0,"1,077,954,732","6,785,915","945,157"
Your Power,Billie Eilish,Your Power,2021-04-29,"423,439,672",68.0,"170,437,339","54,016,040","1,144,737"
Bling Bling,Grupo Marca Registrada,Bling Bling - Single,2023-11-27,"96,383,243",0.0,"51,056,879","596,994","259,613"
PERO Tï¿,KAROL G,PERO Tï¿,2023-02-23,"212,911,684",71.0,"106,041,009","9,084,718","313,441"
N'y pense plus,Tayc,N'y pense plus,2020-06-19,"177,952,382",63.0,"217,526,800","227,091,507","5,257,817"
Body,Megan Thee Stallion,Good News,2020-11-20,"327,693,363",63.0,"215,966,337","371,525,726",Unknown
Where You Are,John Summit,Where You Are,2023-03-03,"123,058,600",71.0,"15,090,329","2,501,719","763,897"
Scream & Shout,will.i.am,Scream & Shout,2012-11-20,"767,661,283",72.0,"1,211,548,500","110,048,740","16,187,949"
bigger thï¿½ï¿½n everyt,Yeat,bigger thï¿½ï¿½n everyt,2023-08-10,"48,790,265",59.0,"11,963,045","239,969","158,531"
Princess Diana (with Nicki Minaj),Ice Spice,Princess Diana (with Nicki Minaj),2023-04-14,"220,270,601",67.0,"32,354,134","98,324,852",Unknown
This Is Me,Keala Settle,This Is Me,2017-10-27,"809,894,358",66.0,"622,964,718","1,528,788","3,165,985"
QUE PRETENDES,J Balvin,OASIS,2019-06-28,"806,817,589",71.0,"489,443,301","21,776,640","2,049,245"
The Chicken Wing Beat,Ricky Desktop,The Chicken Wing Beat,2020-06-13,"68,033,539",60.0,"88,796,716","206,433,932","593,992"
Nï¿½ï¿½o Vou Nam,DJ Ws da Igrejinha,Nï¿½ï¿½o Vou Nam,2024-01-19,"73,192,291",79.0,"34,522,299",Unknown,"143,297"
Rim Tim Tagi Dim,Baby Lasagna,Rim Tim Tagi Dim,2024-01-12,"34,926,866",75.0,"50,347,276",Unknown,"151,826"
Baila Baila Baila,Ozuna,Baila Baila Baila,2019-01-05,"563,326,343",64.0,"619,678,799","2,189,375","2,360,573"
Ms. Jackson,Pashanim,Ms. Jackson,2023-08-24,"91,200,208",69.0,"9,615,800","502,312","118,882"
Sï¿½ï¿½PER ULTRA ,Picus,Sï¿½ï¿½PER ULTRA ,2023-04-15,"14,167,450",56.0,"246,398,948","10,206,545","55,529"
Happier (feat. Clementine Douglas),The Blessed Madonna,Happier (feat. Clementine Douglas) - Single,2024-02-02,"30,812,151",71.0,"4,200,741",Unknown,"428,557"
Sin Tanto Royo,Luis R Conriquez,Sin Tanto Royo,2023-10-20,"92,158,242",0.0,"73,651,632","134,310","268,720"
Psycho,Red Velvet,ýýýThe ReVe Festivalýýý Finale,2019-12-23,"471,042,668",66.0,"716,847,469","34,695,574","578,357"
Rhyme Dust,MK,Rhyme Dust,2023-02-24,"116,992,202",65.0,"7,745,796","8,695,476","762,785"
Tu Foto,Q' Lokura,Tu Foto,2024-05-16,"9,244,547",69.0,"12,781,421",Unknown,"10,458"
Loco,Justin Quiles,Loco,2021-05-13,"417,078,369",61.0,"22,493,718","109,132,088","2,963,547"
Siempre Pendientes,Peso Pluma,Siempre Pendientes,2022-08-15,"395,739,041",69.0,"115,349,777","27,864,309","525,859"
LALALI,SEVENTEEN,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2024-04-29,"11,282,322",0.0,"23,217,618","2,229","15,240"
Slut Me Out,NLE Choppa,Slut Me Out - Single,2022-04-15,"346,862,697",67.0,"28,725,574","29,004,515","814,265"
Real Love,Martin Garrix,Real Love,2023-09-22,"23,089,149",0.0,"1,508,079","9,061,381","115,557"
A Tu Merced,Bad Bunny,YHLQMDLG,2020-02-29,"778,269,101",70.0,"357,643,934","42,847,884","671,048"
Cake By The Ocean,DNCE,Pop Music Best Hit 2012-16's VOL18,2012-01-01,"1,623,436,416",76.0,"205,204,907","55,758,553","15,885,088"
Exchange,Bryson Tiller,T R A P S O U L,2015-10-02,"989,672,356",76.0,"713,521,813","12,247,275","2,883,431"
Wasted Love (feat. Lagique),Ofenbach,Wasted Love (feat. Lagique),2021-01-08,"385,903,701",61.0,"67,488,485","53,819,526","2,080,227"
She Got the Best of Me,Luke Combs,This One's for You Too (Deluxe Edition),2018-06-01,"572,628,080",79.0,"358,325,972","6,199,392","1,096,110"
Y Si Se Quiere Ir,"Luis Angel ""El Flaco""",Y Si Se Quiere Ir,2021-11-19,"110,244,949",39.0,"442,934,526","864,180",Unknown
Camelot,NLE Choppa,Camelot,2019-09-13,"537,163,250",69.0,"299,438,117","6,757,364","803,474"
Stuck In The Middle,Tai Verdes,Stuck in the Middle,2020-05-29,"143,421,888",54.0,"23,355,896","895,618,190","570,828"
Step Back!,1nonly,Step Back!,2022-09-02,"166,436,749",68.0,"49,886,904","24,932,289","850,249"
UK Rap,Dave,Split Decision,2023-06-04,"107,742,416",67.0,"11,323,598",68,"186,901"
Yugur,Dildora Niyozova,Yugur - Single,2024-02-21,"17,009",0.0,"66,083,451",Unknown,"37,489"
Mi Cama,KAROL G,Mi Cama,2018-05-11,"224,367,887",57.0,"1,159,610,485","8,220,385","1,291,228"
Always This Same Old Song,Bingo Club,Better Lucky Than Beautiful,2023-02-24,"84,198",15.0,"295,297,180",Unknown,41
True Love,Kanye West,True Love,2022-05-27,"269,363,579",70.0,"3,464,827","39,781","706,611"
La Triple T,TINI,La Triple T,2022-05-05,"265,244,748",58.0,"219,911,011","63,221,453","226,814"
Car's Outside,James Arthur,YOU,2019-10-18,"578,464,780",76.0,"99,386,903","482,763,087","2,697,578"
Northern Attitude (with Hozier),Noah Kahan,Northern Attitude (with Hozier),2023-11-10,"269,280,631",0.0,"4,294,607",Unknown,"199,947"
Paradise,Coldplay,Mylo Xyloto,2011-10-19,"1,291,954,163",77.0,"325,509,002","119,567,231","8,726,725"
Devil Doesnï¿½ï¿½ï¿½t B,Alec Benjamin,(Un)Commentary,2022-04-15,"203,417,763",66.0,"69,712,050","85,472,081","885,217"
Vamos Aclarando Muchas Cosas - En Vivo,Codiciado,Vamos Aclarando Muchas Cosas (En Vivo),2022-09-02,"145,135,597",65.0,"226,936,682","10,955,274","486,827"
Peru,Fireboy DML,#NAME?,2020-01-01,"316,588,910",62.0,"276,127,028","17,340,575","4,534,741"
Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) - Ao ,Guilherme & Benuto,Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) [Ao V,2022-06-23,"290,735,048",60.0,"296,249,830","5,612,563","136,717"
Just Pretend,Bad Omens,THE DEATH OF PEACE OF MIND,2022-02-25,"209,635,991",71.0,"26,381,437","24,563,445","832,908"
older,Isabel LaRosa,older,2023-09-15,"174,933,335",0.0,"13,345,496","496,198","810,245"
Happy Dance,Elmo,Happy Dance,2023-02-03,Unknown,0.0,"323,018,594",Unknown,Unknown
Glorious (feat. Skylar Grey),Macklemore,Glorious (feat. Skylar Grey),2017-06-15,"899,431,434",72.0,"345,265,852","116,647,161","3,585,978"
Alone,Burna Boy,Black Panther: Wakanda Forever - Music From and Inspired By,2022-11-04,"139,783,785",63.0,"37,874,489","17,092,754","2,203,339"
Delicate,Taylor Swift,reputation,2017-11-10,"987,770,768",75.0,"593,364,271","20,092,439","3,928,542"
Labios Mordidos (with KAROL G),Kali Uchis,Labios Mordidos (with KAROL G),2023-11-24,"91,553,012",0.0,"48,246,407","234,356","196,870"
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",2021-06-16,"203,081,704",59.0,"409,311,269",Unknown,"373,244"
Ni**as In Paris,JAY-Z,Watch the Throne (Deluxe),2011-01-01,"1,436,087,930",76.0,"444,307,904","21,427,059","10,189,462"
Be My Lover (feat. La Bouche) - 2023 Mix,Hypaton,Be My Lover (feat. La Bouche) [2023 Mix],2023-04-21,"136,778,408",74.0,Unknown,"301,660","936,908"
Butterfly x Boom - Remix,LEA,Butterfly x Boom (Remix),2022-01-13,Unknown,0.0,Unknown,"12,129,705","85,064"
On The Radar Freestyle,Drake,On The Radar Freestyle,2023-07-26,"86,155,124",62.0,"17,603,372","2,344,363","260,921"
Forever (feat. Fridayy),Lil Baby,It's Only Me,2022-10-14,"101,717,995",61.0,"28,422,099","1,372","1,196,752"
Bang Bang,Jessie J,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,2014-01-01,"1,336,196,012",72.0,"321,959,140","36,410,479","6,269,103"
Reminder,The Weeknd,Starboy,2016-11-25,"1,015,965,940",77.0,"530,807,213","51,866,413","3,869,271"
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1989 (Taylor's Version),2023-10-26,"265,932,119",0.0,"10,688,311","24,038,841","362,874"
icantbelieveiletyougetaway,aldn,icantbelieveiletyougetaway,2024-05-31,"3,162,942",63.0,"247,697",Unknown,"46,746"
Harmless Python,Hot Lemon,INKUBATOR,2023-02-25,Unknown,0.0,"307,570,754",Unknown,Unknown
Funk Estranho,prod.67,Funk Estranho - Single,2024-05-31,"3,589",15.0,Unknown,Unknown,"589,007"
Yo No Soy Celoso,Bad Bunny,Un Verano Sin Ti,2022-05-06,"370,800,055",68.0,"130,681,979","12,486,570","336,808"
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,Head Shoulders Knees & Toes (feat. Norma Jean Martine),2020-05-08,"437,558,372",65.0,"131,588,669","9,680,657","3,913,562"
JEALOUSY (feat. Cardi B),Offset,JEALOUSY (feat. Cardi B),2023-07-28,"58,058,696",56.0,"31,124,272","7,585,680","519,567"
Clash (feat. Stormzy),Dave,Clash (feat. Stormzy),2021-07-08,"237,619,076",61.0,"83,880,421","12,773,383","995,591"
Salt,Ava Max,Salt (The Remixes),2019-12-12,"388,802,420",62.0,"267,992,366","90,667,312","4,056,404"
Fire On Fire,Sam Smith,Fire On Fire,2018-12-21,"697,834,321",70.0,"408,377,555","162,079,342","4,296,434"
Problema,Carlos Agassi,Problema,2023-09-27,"125,395",0.0,Unknown,"21,961,859",380
Shoong! (feat. LISA of BLACKPINK),TAEYANG,Down to Earth,2023-04-25,"156,994,096",61.0,"147,699,486","27,140,570","628,505"
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control,Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock),2019-05-29,"239,850,720",58.0,"137,567,703","93,154,485","2,282,568"
Boyz In Paris (with VINAI),Marnik,Boyz In Paris (with VINAI),2023-07-28,"136,709,117",73.0,"5,623,146","438,190","1,065,826"
3 Nights,Dominic Fike,"Don't Forget About Me, Demos",2018-10-16,"987,061,577",73.0,"118,458,946","32,067,807","5,057,667"
Ngozi,Crayon,Trench to Triumph,2023-07-21,"48,581,084",65.0,"35,448,614","23,105,995","1,291,258"
i am not who i was,Chance Peï¿½,i am not who i was - Single,2023-09-21,"188,215,390",0.0,"3,624,497","2,220,665","222,417"
Single Again,Harmonize,Single Again,2023-02-19,Unknown,0.0,"31,741,874","16,348,061",Unknown
July,Noah Cyrus,July,2019-07-31,"977,870,118",80.0,"122,949,402","97,555,124","1,097,743"
Perro Fiel (feat. Nicky Jam),Shakira,El Dorado,2017-05-26,"433,482,670",62.0,"1,080,335,262","26,721,389","3,345,147"
Andamos Mejor,Los Gemelos De Sinaloa,Andamos Mejor,2022-01-24,"209,092,342",63.0,"265,900,557","11,562,330","443,034"
Drag Me Down,One Direction,Drag Me Down,2015-07-31,"1,125,333,823",76.0,"1,124,359,897","23,957,571","4,226,136"
Tu Turrito,Rei,Tu Turrito,2022-05-04,"187,818,818",57.0,"291,692,983","30,899,907","187,231"
ýýýý ýýýýýýýýýý,ANNA ASTI,ýýýý ýýýýýýýýýý,2022-06-03,"21,081,306",51.0,"375,871,120","3,332,788","1,180,992"
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,2020-03-13,"609,716,786",69.0,"280,056","153,184,031","3,251,229"
Get Off The Wall,Philly Goats,Get Off The Wall,2023-06-02,"8,470,479",43.0,"8,291,412","60,596,180","170,102"
It'll Be Okay,Shawn Mendes,It'll Be Okay,2021-12-01,"344,658,498",65.0,"114,495,950","165,436,212","1,497,439"
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",2022-01-14,"283,228,006",62.0,"169,044,728","84,459,330","696,795"
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,Megahits 2012 - Die Erste,2011-01-01,"1,318,596,835",74.0,"1,141,964,928","126,261,133","14,060,987"
Number 2,Lil Tecca,Number 2 / Never Last,2024-05-03,"20,742,763",0.0,Unknown,Unknown,Unknown
Tuesday (feat. Drake),ILOVEMAKONNEN,Tuesday (feat. Drake),2014-09-01,"242,892,279",56.0,"11,099,856","15,206,207","1,544,862"
Killshot,Eminem,Killshot,2018-09-19,"415,971,193",66.0,"596,108,481","10,336,311","507,667"
Cartï¿½ï¿½o B,MC Caverinha,Cartï¿½ï¿½o B,2023-05-11,"143,421,339",63.0,"108,239,669","12,310,702","75,108"
Jai Jai Shivshankar (The Unwind Mix),Benny Dayal,The Unwind Mix,2022-05-07,"6,355",0.0,"490,930,106",Unknown,Unknown
Fuck Niggaz,YoungBoy Never Broke Again,Fuck Niggaz,2024-02-06,"11,393,565",0.0,"8,173,541",Unknown,"169,424"
Drama (feat. Drake),Roy Woods,Exis,2015-07-31,"497,826,683",64.0,"83,526,342","22,169,211","1,308,034"
Entre Nosotros,Tiago PZK,Entre Nosotros,2021-07-08,"472,107,491",63.0,"221,630,313","37,557,078","1,367,342"
Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,2018-08-31,"709,560,621",68.0,"478,624,672","1,994,779","1,461,359"
Fruto,Bizarrap,en dormir sin Madrid,2023-10-03,"188,131,570",0.0,"23,791,636","867,907","205,456"
Bandana,Fireboy DML,Bandana,2022-07-13,"118,971,684",63.0,"14,545,093","15,330,860","3,424,214"
the perfect pair,beabadoobee,Beatopia,2022-07-15,"230,129,740",72.0,"34,590,747","53,961,135","409,448"
F.N.F. (Let's Go),Hitkidd,F.N.F. (Let's Go) - Single,2022-05-03,"68,460,285",54.0,"107,349,472","44,299,693","676,048"
Falling Angel,HCTM,Falling Angel,2022-08-13,"72,997",14.0,"32,345","54,293,951","10,193"
Sofia,Clairo,Sofia,2019-07-26,"728,920,951",74.0,"168,855,750","55,770,176","1,829,791"
Speed Drive (From Barbie The Album),Charli xcx,Speed Drive (From Barbie The Album),2023-06-29,"222,975,612",67.0,"22,571,591","71,994,032",Unknown
A N X I E T Y (feat. Doechii),Sleepy Hallow,Boy Meets World,2023-09-15,"63,607,535",0.0,"7,769,494","2,436,874","288,746"
Forever,Labrinth,Euphoria (Original Score from the HBO Series),2019-10-04,"321,892,912",62.0,"71,926,168","905,260,724","2,306,775"
SLUT ME OUT 2,NLE Choppa,SLUT ME OUT 2,2024-04-12,"21,488,710",72.0,Unknown,"329,169","116,381"
He Ya Pyar Sajena,TOADI,He Ya Pyar Sajena,2022-09-30,"3,574",1.0,Unknown,"7,545,187","1,260"
Silent Hill,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,"151,507,054",63.0,"46,312,741","2,019,515","641,828"
The Autotrem 1.0,DJ RICK 013,The Autotrem 1.0 - Single,2023-06-08,"45,821,951",63.0,"30,710,090","47,616,112","404,939"
Revenge,XXXTENTACION,Revenge,2017-05-18,"1,356,969,354",53.0,"74,514,608",Unknown,Unknown
Attention,NewJeans,NewJeans 1st EP 'New Jeans',2022-08-01,"384,965,888",72.0,"174,618,135","93,982,619","378,304"
Spring Snow,10CM,"Lovely Runner, Pt. 8 (Original Soundtrack)",2024-05-14,"18,800,716",73.0,"7,398,997",Unknown,"193,276"
Tshwala Bam (feat. S.N.E) - Remix,TitoM,Tshwala Bam (feat. S.N.E) [Remix],2024-05-12,"13,092,462",75.0,Unknown,Unknown,"468,483"
Halls na Lï¿½ï¿½,Kadu Martins,Halls na Lï¿½ï¿½,2023-03-24,"150,516,046",63.0,"146,315,225","23,319,532",Unknown
21 Reasons (feat. Ella Henderson),Nathan Dawe,21 Reasons (feat. Ella Henderson),2022-04-29,"305,830,522",70.0,"33,342,986","3,779,521","1,765,444"
Yeshua (dance cruise),Dj Bentoa,YESHUA (dance cruise) - Single,2023-04-22,"4,546,579",3.0,"2,359,297","12,810,334","1,189,899"
Zaalim,Badshah,Zaalim,2024-02-24,"7,682,285",0.0,"63,874,916",Unknown,"26,541"
Aa,Roach Killa,Aa,2023-09-28,"22,552,299",0.0,"136,381,379",Unknown,"180,207"
Rojo,J Balvin,Rojo,2020-02-27,"606,603,985",68.0,"411,037,239","11,033,545","1,148,458"
Wonder,Shawn Mendes,Wonder,2020-10-02,"595,220,757",63.0,"147,218,521","98,444,287","1,620,195"
Search Bar,NANI,Search Bar,2023-03-17,"6,610",0.0,"291,003,266",Unknown,11
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,2023-08-04,"96,105,220",60.0,"40,245,884","62,889,421","443,624"
Midnight City,M83,"Hurry Up, We're Dreaming",2011-01-01,"1,081,517,243",72.0,"82,397,805","93,354,945","14,591,951"
Better Together,Luke Combs,What You See Is What You Get,2019-11-08,"356,603,747",69.0,"177,522,757","40,924,132","1,161,234"
Sal y Perrea,Sech,42,2021-04-15,"266,525,796",57.0,"195,376,978","137,030,763","647,891"
IDGAF (feat. Chris Brown and Mariah the Scientist),Tee Grizzley,Tee's Coney Island,2023-11-02,"20,520,983",0.0,Unknown,Unknown,Unknown
drunk text,Henry Moodie,drunk text,2023-01-27,"238,841,927",81.0,"116,840,454","4,155,809","705,603"
UNA NOCHE EN MEDELLï¿½ï¿½N - R,KAROL G,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,2023-08-10,"192,439,879",73.0,"53,961,405","8,041,478","213,623"
Ginza,J Balvin,Ginza,2015-06-23,"521,328,627",70.0,"1,067,816,466","18,603,137","8,748,575"
Hari Hari Odhani,Pawan Singh,Hari Hari Odhani,2022-11-04,"35,308,201",58.0,"344,702,201","67,043",Unknown
AM Remix,Nio Garcia,AM Remix,2021-06-24,"571,325,612",66.0,"71,477,120",995,"833,419"
Baby Me Atende,Matheus Fernandes,Baby Me Atende,2021-02-26,"258,464,933",50.0,"544,475,392","9,191,410","289,070"
Hello Koun,Ritesh Pandey,Hello Koun,2019-12-09,"4,078,322",18.0,"987,792,547","947,262","14,707"
La Jeepeta,Nio Garcia,La Jeepeta,2020-01-02,"80,772,450",45.0,"863,475,923","3,668,888","237,885"
Jumpman,Drake,What A Time To Be Alive,2015-09-20,"820,380,309",64.0,"148,373,482","5,335,752","2,988,035"
Creatures in Heaven,Glass Animals,Creatures In Heaven,2024-04-03,"18,564,601",0.0,"1,512,853",Unknown,"120,498"
die,lucidbeatz,die,2023-03-03,"28,779,088",61.0,"2,872,410","155,337,385","9,429"
Late At Night,Roddy Ricch,Late At Night,2021-06-04,"257,661,585",56.0,"23,225,337","21,485,493","1,681,335"
Blank Space (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,"177,731,392",0.0,"15,781,241","1,905,153","194,854"
Dancing in My Room,347aidan,Dancing in My Room,2020-10-26,"335,188,091",61.0,"122,687,107","413,677,323","1,709,213"
Wild Ones (feat. Sia),Flo Rida,Good Feeling EP,2011-01-01,"886,640,358",76.0,"692,934,603","6,695,657","7,133,253"
Heartless (feat. Morgan Wallen),Diplo,Heartless (feat. Morgan Wallen),2019-08-16,"548,333,714",77.0,"191,331,224","32,004,747","952,624"
CAKE,ITZY,KILL MY DOUBT,2023-07-31,"73,213,687",62.0,"132,379,481","57,624,378","142,388"
I AM WOMAN,Emmy Meli,I AM WOMAN,2021-11-19,"257,984,057",62.0,"23,407,759","229,098,695","1,967,790"
THUNDER Y LIGHTNING,Bad Bunny,nadie sabe lo que va a pasar maï¿½ï¿,2023-10-13,"96,595,281",0.0,"23,983,245",Unknown,"125,371"
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,Ivory,2022-04-08,"331,332,225",71.0,"48,857,418","151,059,649","1,380,833"
Personal,HRVY,Talk To Ya - EP,2017-11-30,"314,089,265",58.0,"355,189,118","130,863,210","1,039,052"
Lionheart (Fearless),Joel Corry,Lionheart (Fearless),2022-10-21,"110,545,738",62.0,"23,040,928","355,693","1,431,373"
Nevermind,Dennis Lloyd,Nevermind,2016-12-05,"968,235,402",72.0,"180,977,641","341,500","9,293,567"
Needle (feat. Drake),Nicki Minaj,Pink Friday 2,2023-12-08,"70,351,205",0.0,"5,380,786","180,200","361,943"
Dale Don Dale,ElMusto,Dale Don Dale,2024-05-17,"14,289,955",71.0,"10,933,199",Unknown,"61,976"
Slow Hands,Niall Horan,Slow Hands,2017-05-04,"946,043,494",70.0,"304,206,080","15,059,403","4,873,266"
I Wrote The Book,Morgan Wallen,3 Songs At A Time Sampler,2023-01-31,"140,137,839",64.0,"22,406,782","4,142,242","157,892"
It's Plenty,Burna Boy,"Love, Damini",2022-07-01,"134,909,945",62.0,"84,020,549","18,776,554","2,366,651"
sneaky,21 Savage,american dream,2024-01-12,"54,062,895",0.0,"8,912,416",Unknown,"101,226"
Magnolia,Playboi Carti,Playboi Carti,2017-04-14,"834,795,353",73.0,"282,798,008","13,117,729","2,953,341"
Moletom,Luan Pereira,MOLETOM - Single,2023-06-29,"139,669,652",39.0,"138,602,281",Unknown,"52,401"
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,"269,790,122",0.0,"15,244,891","6,869,584","194,561"
Hot N Cold,Katy Perry,NOW 29,2008-01-01,"886,077,008",69.0,"1,332,106,664","214,177,361","6,740,918"
Matilda,Harry Styles,Harry's House,2022-05-20,"502,585,349",72.0,"50,100,652","68,560,234","377,249"
Why'd You Only Call Me When You're High?,Arctic Monkeys,Why''d You Only Call Me When You''re High?,2013-01-01,"1,687,828,519",80.0,"527,397,003","8,308,615","3,369,366"
Beauty And A Beat,Justin Bieber,Believe,2012-01-01,"827,079,737",74.0,"1,187,480,897","56,945,911","5,366,746"
GIRL LIKE ME,Black Eyed Peas,Translation,2020-06-18,"529,297,852",29.0,"791,895,421",Unknown,Unknown
Khalasi | Coke Studio Bharat,Aditya Gadhvi,Khalasi | Coke Studio Bharat,2023-07-05,"45,526,343",59.0,"159,627,251","1,623,490","389,827"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat.IIVY B,bonnadol,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (feat. IIVY B) - Single,2022-07-15,"9,045,662",39.0,Unknown,"137,742,080","28,399"
Chyba ï¿½ï¿½e z T,MODELKI,Chyba ï¿½ï¿½e z T,2024-04-04,"20,661,452",69.0,"30,566,261",Unknown,"88,150"
